#{"t_start": 1710726876.5616593, "env_id": "None"}
r,l,t,out_of_lane,exceed_max_rot,distance,agent_done
1.5895839,4,2.079926,False,True,3.1190836196260947,False
1.368938,4,2.08002,False,True,3.257612439949564,False
3.0463657,6,2.707423,False,True,4.517524992521379,False
1.4717858,4,3.726457,False,True,3.6191920550965087,False
6.938819,10,3.726532,False,True,5.7787774193180015,False
6.2148747,10,3.726545,False,True,8.377219161216809,False
1.5740926,4,4.645509,False,True,3.982824844872977,False
9.755063,14,4.645595,False,True,8.880440860055941,False
11.791624,15,5.138491,False,True,12.27793301863648,False
2.6552093,5,5.13858,False,True,3.676587925986915,False
0.73467624,3,5.912432,False,True,2.449455019425677,False
1.6055686,4,6.416494,False,True,3.609501873228071,False
13.0586405,20,6.908453,False,True,13.451637868793457,False
7.2138634,10,7.89025,False,True,7.237751034919373,False
4.2278786,7,8.665284,False,True,5.903267555926081,False
3.309832,6,8.66537,False,True,6.081829680181591,False
18.763372,22,8.665385,False,True,13.122017640892155,False
7.4277515,10,9.317911,False,True,5.9110159955109465,False
2.2364779,5,9.81812,False,True,4.39620645252504,False
3.4752922,6,10.606218,False,True,5.268087589907313,False
1.515512,4,11.104576,False,True,4.02357237563585,False
3.9321518,9,11.822861,False,True,6.107538900722751,False
5.4539003,9,13.257424,False,True,6.5767282599623,False
4.7647715,10,13.257517,False,True,8.483011941588606,False
8.749945,33,13.78436,True,False,26.186350485869188,False
12.853025,16,14.284831,False,True,12.534094426914386,False
10.985948,22,15.230824,True,False,12.512666186455272,False
4.377909,7,16.014799,False,True,5.965983874639248,False
19.119219,38,16.52043,True,False,24.57175435319058,False
13.861958,18,17.009364,False,True,12.117038499024664,False
40.39342,50,17.545465,False,True,35.114814971591784,False
8.7045355,12,17.545553,False,True,10.05308562293293,False
5.08811,8,18.731999,False,True,7.584457580399382,False
11.8679905,16,18.732084,False,True,10.095472984010781,False
4.579957,7,19.397287,False,True,4.323820410893749,False
11.099264,20,19.908234,False,True,12.68460350605903,False
11.411097,16,21.203909,False,True,15.155133501806986,False
11.085046,15,21.203999,False,True,12.452227024465067,False
7.2286263,10,22.165423,False,True,7.068219359017662,False
11.310495,14,22.630461,False,True,7.512851998970695,False
14.564884,21,23.278679,False,True,19.42670164839623,False
8.281392,12,24.353266,False,True,10.183375270511307,False
16.249779,20,24.924958,False,True,12.824397949635777,False
5.5225706,8,24.925046,False,True,4.968623728895761,False
8.442778,11,25.509174,False,True,8.837264232273775,False
8.937375,12,26.522245,False,True,7.355838615727692,False
3.1628566,6,26.52233,False,True,5.081656716594181,False
1.6973217,5,27.018176,False,True,2.7521651670825977,False
2.6879797,5,27.961421,False,True,3.635700646103594,False
1.3504424,4,27.96151,False,True,3.229984330903801,False
10.188676,15,28.773696,False,True,10.856422834965178,False
2.5312147,5,29.447225,False,True,4.317202685784096,False
12.777194,17,29.91706,False,True,10.75761322058363,False
12.40281,41,30.574028,False,True,26.71863033905067,False
1.957772,5,30.574121,False,True,3.3103301303174417,False
1.3431959,4,31.213983,False,True,3.2039687688100855,False
12.155653,17,31.837317,False,True,11.308859767504867,False
29.711607,37,32.33675,False,True,21.721549393308216,False
0.60228145,3,32.336838,False,True,2.8022930871283243,False
6.506149,9,34.10901,False,True,5.843576903595917,False
9.020787,12,34.920109,False,True,8.269695745173879,False
10.498966,16,35.747237,False,True,11.270606024489565,False
60.232136,72,35.747326,False,True,41.18028980264975,False
2.5899975,5,36.44115,False,True,3.5170579132590287,False
7.401595,10,37.110042,False,True,5.207670955946078,False
21.782404,26,37.74751,False,True,18.805049976560667,False
1.976166,5,38.206611,False,True,3.3251555332560407,False
5.5082192,8,38.764702,False,True,5.8192979159851665,False
18.350481,28,38.764789,False,True,20.766850260357902,False
15.208651,33,39.405739,True,False,24.02719006615685,False
2.5437946,5,39.92463,False,True,3.453062310703924,False
32.17336,40,40.453603,False,True,27.53813041136434,False
1.280864,4,40.453693,False,True,3.789696036194217,False
3.9862423,7,41.264578,False,True,4.790793967615318,False
3.3125238,6,41.933065,False,True,5.538846189952319,False
3.863604,7,41.933151,False,True,4.038540926596136,False
4.6004424,8,42.710498,False,True,3.926568555835349,False
5.0825734,8,43.840714,False,True,6.308604507141974,False
6.9811606,10,43.840801,False,True,7.0311692355616,False
-0.34113878,2,44.507109,False,True,2.527878577999246,False
7.1019096,16,45.022514,True,True,9.577889303177862,False
7.938155,11,45.804813,False,True,8.951595290979252,False
9.986711,15,46.317677,False,True,9.416478531665971,False
6.607784,9,46.967673,False,True,6.635210601327061,False
24.075626,28,47.423259,False,True,18.44239214077317,False
5.495768,8,47.935139,False,True,7.405006141483514,False
11.051023,17,50.214897,False,True,10.635165715122046,False
11.863113,21,51.01815,False,True,12.385933078735134,False
12.70673,18,51.501081,False,True,14.2193417954041,False
46.32061,55,52.162092,False,True,38.372010190967835,False
0.61158705,3,52.16218,False,True,3.349513917717349,False
