#{"t_start": 1710733659.4196599, "env_id": "None"}
r,l,t,out_of_lane,exceed_max_rot,distance,agent_done
539.03644,713,472.087901,True,False,27.015053961405677,False
450.50906,553,477.901272,True,False,20.168770127431547,False
360.52045,472,489.247329,True,False,17.688321753963322,False
448.31516,559,528.304851,True,False,20.630748228909006,False
458.07178,598,532.569824,True,False,22.52617659222124,False
373.1601,468,541.947445,False,True,17.277764700051595,False
402.21515,525,556.218627,True,False,20.487005711079576,False
282.60864,374,585.084554,True,False,14.08722320078898,False
254.87886,363,596.752372,True,False,14.033034803865322,False
1369.338,2473,602.442156,True,False,91.3711645674044,False
439.0185,572,619.208095,True,False,21.26774624875997,False
766.8037,1064,649.235998,True,False,39.967442613766984,False
265.64038,401,663.396931,True,False,15.166301198739582,False
2103.8518,2714,672.970109,True,False,99.40022247754438,False
312.37503,416,683.053744,True,False,15.894670748639085,False
1702.6198,1972,707.437705,True,False,73.72457656406723,False
322.01953,423,741.891331,True,False,15.647239101089454,False
480.0414,619,779.996299,True,False,23.76288815996209,False
744.177,968,808.322348,False,True,36.32836220184793,False
1123.7671,1617,813.805242,True,False,59.52702192980968,False
212.31644,339,830.249035,True,False,12.412441709053933,False
1357.2545,1622,843.374395,True,False,60.18352100518685,False
1297.6746,1784,879.127587,False,True,65.3683427720152,False
465.14185,618,901.692972,True,False,23.312623352274716,False
1069.4557,1377,913.312802,True,False,50.54393699754857,False
360.84747,502,919.495508,True,False,18.783458381546552,False
702.618,910,951.416537,True,False,34.15997318765922,False
1253.0143,1775,963.634727,False,True,65.83139904109305,False
343.013,449,983.295203,True,False,16.608027622229354,False
528.4386,652,1004.158064,True,False,24.249880224224924,False
194.2463,289,1045.570513,True,False,10.932796449184702,False
390.99533,504,1048.619683,True,False,18.235239297045606,False
1036.8298,1319,1051.310661,True,False,48.52665619417411,False
269.048,446,1053.123919,True,False,16.073004800709906,False
1284.6385,1991,1063.568151,True,False,73.00869000254454,False
306.43814,403,1111.527521,True,False,14.640935347311903,False
1037.9836,1190,1122.974425,True,False,44.2578055505499,False
282.013,405,1126.710613,True,False,14.770920056655616,False
374.92523,515,1132.377548,True,False,18.821259670445762,False
128.39929,200,1155.236406,False,True,8.171737987773316,False
145.58119,152,1156.75993,False,True,6.019364668728349,False
1297.3801,1703,1164.224442,True,False,62.38998403902159,False
278.98734,427,1180.449801,True,False,14.982145393970283,False
287.02176,392,1189.62592,True,False,13.976526427156351,False
895.0611,1183,1208.213849,True,False,42.753772959056064,False
273.273,427,1223.788985,True,False,15.679552841275196,False
263.33295,424,1231.675152,True,False,16.025884277645478,False
344.01456,444,1251.107499,True,False,16.246438242478312,False
203.774,217,1258.391472,False,True,8.587669032577775,False
317.44244,431,1258.39155,True,False,16.005634926854075,False
297.78445,373,1268.183068,False,True,13.527132189718582,False
1112.2842,1500,1285.066297,True,False,54.360499865566254,False
1242.5992,1671,1318.679597,True,False,61.08926616060021,False
272.9633,426,1320.106702,True,False,15.98342931072572,False
330.32385,437,1329.358482,True,False,16.64170494482252,False
331.54324,451,1331.99789,True,False,16.133970594626852,False
360.25195,464,1344.665216,True,False,17.186911847867748,False
241.40047,375,1410.532633,True,False,14.11806263426214,False
394.0631,501,1422.418557,True,False,18.64815864119188,False
1352.6351,1802,1471.636739,True,False,65.69801395803617,False
326.31403,451,1499.98933,True,False,16.82161143632088,False
1460.6803,1871,1564.367435,True,False,68.28657746091307,False
1126.5122,1340,1579.864937,True,False,50.13503707928013,False
1305.1149,1573,1608.575741,True,False,57.41876976225631,False
1386.8344,1871,1623.669018,True,False,68.82836029218046,False
1103.8468,1323,1641.495888,False,True,48.880134702488945,False
1476.1395,1874,1686.315161,True,False,68.62224073817421,False
328.5043,442,1717.811887,True,False,17.272358940007276,False
2236.1382,2632,1973.45732,False,True,98.12646150303263,False
4580.544,5378,2439.706954,False,False,198.73245149267393,True
