reward	loss	steps	trace	done	completed
34.8580322265625	-0.06968137621879578	42	2	False	0.0631
2.920900821685791	0.06962898373603821	4	2	False	0.0061
2.842471122741699	0.0458696186542511	4	2	False	0.0061
2.7657880783081055	0.2602715790271759	4	2	False	0.0061
6.665955543518066	0.585744708776474	8	2	False	0.0122
5.515631675720215	0.1496155858039856	7	2	False	0.0106
1.9247939586639404	0.26516006141901016	3	2	False	0.0046
0.9990000128746033	-0.05062558501958847	2	2	False	0.003
1.9366068840026855	0.07568278163671494	3	2	False	0.0046
0.9990000128746033	0.08660581707954407	2	2	False	0.003
5.660529613494873	0.06594703160226345	7	2	False	0.0106
0.9990000128746033	0.28101966343820095	2	2	False	0.003
2.8801066875457764	-0.47038366831839085	4	2	False	0.0061
1.9036513566970825	-0.4991214647889137	3	2	False	0.0046
6.09281063079834	-0.4699315894395113	8	2	False	0.0122
1.8818944692611694	-0.5934960339218378	3	2	False	0.0046
2.794718027114868	-0.7283981684595346	4	2	False	0.0061
1.8286503553390503	-0.8262207452207804	3	2	False	0.0046
0.9980000257492065	-0.3486375156790018	2	2	False	0.003
2.523298740386963	0.4818459805101156	4	2	False	0.0061
0.9990000128746033	-0.14399444498121738	2	2	False	0.003
2.5092859268188477	0.056041305884718895	4	2	False	0.0061
4.300238132476807	0.19910872541368008	6	2	False	0.0091
5.093185901641846	-0.1715178731828928	7	2	False	0.0106
5.220231533050537	-0.19875499792397022	7	2	False	0.0106
3.373358964920044	-0.25013391114771366	5	2	False	0.0076
1.972199559211731	-0.857864061370492	3	2	False	0.0046
3.9164488315582275	-1.0511637572199106	5	2	False	0.0076
3.7623231410980225	-1.0219670943915844	5	2	False	0.0076
1.7102299928665161	-0.6198716573417187	3	2	False	0.0046
6.930689334869385	-0.3036242239177227	9	2	False	0.0137
3.675886631011963	-0.3898255489766598	5	2	False	0.0076
1.9888300895690918	-0.35939377546310425	3	2	False	0.0046
2.7195944786071777	-0.241300068795681	4	2	False	0.0061
2.831294059753418	-0.2716512940824032	4	2	False	0.0061
3.739443778991699	-0.3473644368350506	5	2	False	0.0076
2.710761547088623	-0.4489499516785145	4	2	False	0.0061
2.8612537384033203	-0.5760549642145634	4	2	False	0.0061
0.9990000128746033	-1.1744330264627934	2	2	False	0.003
5.285818576812744	-1.5556594468653202	7	2	False	0.0106
4.360709190368652	-1.4744695760309696	6	2	False	0.0091
1.9194446802139282	-1.573166560381651	3	2	False	0.0046
1.8939392566680908	-1.9250272326171398	3	2	False	0.0046
9.666671752929688	-2.365107785910368	12	2	False	0.0183
17.191665649414062	-2.335383776575327	21	2	False	0.0319
24.908061981201172	-2.4549724869430065	36	2	False	0.054
40.86914825439453	-2.8450186364352703	74	2	False	0.1125
2.7494864463806152	-3.7510385625064373	4	2	False	0.0061
1.966408610343933	-5.015700828284025	3	2	False	0.0046
9.353433609008789	-5.558216106146574	16	2	False	0.0243
6.618560791015625	-6.385962080210447	10	2	False	0.0152
38.116825103759766	-6.673408728092909	80	2	False	0.1217
61.336917877197266	-6.596895921975374	102	2	False	0.1544
30.368196487426758	-6.75036208704114	45	2	False	0.0677
5.930273056030273	-7.843262959271669	10	2	False	0.0152
139.46888732910156	-7.974610168486834	200	2	False	0.3027
32.22687530517578	-8.269888181239367	43	2	False	0.0646
35.762577056884766	-8.399544049054384	46	2	False	0.0692
150.6470947265625	-8.557626370340586	209	2	False	0.3163
272.66650390625	-8.496773038059473	364	2	False	0.5521
51.22956085205078	-8.54461931437254	76	2	False	0.1148
29.547897338867188	-8.498110372573137	41	2	False	0.0624
37.63035583496094	-8.399737786501646	55	2	False	0.0829
33.01739501953125	-7.957740198820829	49	2	False	0.0738
36.61275863647461	-7.70485208556056	53	2	False	0.0798
37.114952087402344	-7.486552592366934	51	2	False	0.0768
38.40317153930664	-7.43261631205678	59	2	False	0.089
7.3773298263549805	-8.063946206122637	10	2	False	0.0152
32.658817291259766	-8.043785069137812	46	2	False	0.0692
31.40657615661621	-7.957065422087908	46	2	False	0.0692
37.64616775512695	-7.73803823068738	50	2	False	0.0753
32.55098342895508	-7.905879873782396	49	2	False	0.0738
31.228252410888672	-8.213785905390978	54	2	False	0.0814
67.58794403076172	-8.357008818536997	107	2	False	0.1627
20.312278747558594	-8.604808170348406	35	2	False	0.0532
11.545296669006348	-8.59384227823466	26	2	False	0.0388
10.832331657409668	-9.377000044099987	18	2	False	0.0274
5.545217037200928	-9.465823772363365	8	2	False	0.0122
10.326885223388672	-9.919301631860435	15	2	False	0.0228
48.89201354980469	-9.854798729531467	98	2	False	0.149
24.45941734313965	-10.113902415148914	42	2	False	0.0631
62.536380767822266	-10.044082175008953	105	2	False	0.1597
63.774417877197266	-9.898524965159595	112	2	False	0.1696
1.0	-12.40712973009795	2	2	False	0.003
76.02071380615234	-12.618364716880023	113	2	False	0.1719
68.37815856933594	-12.79069850873202	101	2	False	0.1529
74.24645233154297	-12.996273751370609	98	2	False	0.1483
318.3367919921875	-13.15382685791701	423	2	False	0.6418
30.931848526000977	-13.114288966171443	41	2	False	0.0616
45.39790725708008	-13.232200871221721	63	2	False	0.0951
174.6745147705078	-13.375914628617465	233	2	False	0.3529
342.03033447265625	-13.503088961355388	490	2	False	0.7414
41.090274810791016	-13.807075719349086	53	2	False	0.0798
324.8731689453125	-13.778988908044994	481	2	False	0.7262
36.541507720947266	-14.129770825617015	47	2	False	0.0715
38.434593200683594	-14.415829966776073	53	2	False	0.0798
45.38812255859375	-15.137412021867931	61	2	False	0.0928
478.5835876464844	-22.213619182817638	657	2	True	0.9992
496.0220947265625	-18.60911841224879	656	2	True	0.9985
496.4693908691406	-15.20830316375941	656	2	True	0.9992
504.2962646484375	-16.839217375032604	656	2	True	0.9992
502.7825927734375	-17.006649176590145	656	2	True	0.9992
482.1624450683594	-25.746292273513973	656	2	True	0.9992
79.46521759033203	-41.10466782283038	112	2	False	0.1703
467.9637145996094	-11.317123572342098	655	2	True	0.9985
468.5342102050781	-52.585636298172176	655	2	True	0.9985
161.98707580566406	-43.037479559890926	235	2	False	0.3567
404.02294921875	-36.53577725123614	586	2	False	0.8935
466.6639404296875	-47.05056397151202	655	2	True	0.9992
454.89825439453125	-45.94105021189898	655	2	True	0.9992
165.8789520263672	-68.36551157664508	243	2	False	0.3688
449.96002197265625	-66.30669347476214	655	2	True	0.9992
464.7261657714844	-74.48976937960833	655	2	True	0.9992
389.28497314453125	-98.32625810336322	564	2	False	0.8601
342.9296569824219	-89.71596185397357	510	2	False	0.7779
445.1527404785156	-59.55408326815814	655	2	True	0.9992
445.8869323730469	-44.33126393985003	655	2	True	0.9992
73.19364166259766	-68.06324330996722	115	2	False	0.1749
454.21136474609375	-79.73409597110003	655	2	True	0.9992
454.8758544921875	-85.48605148028582	655	2	True	0.9985
438.50469970703125	-77.95687143038958	655	2	True	0.9992
145.5926055908203	-78.95576379727572	218	2	False	0.3308
261.24957275390625	-57.51612756680697	422	2	False	0.6449
97.20574188232422	-114.98728464078158	158	2	False	0.2403
440.62847900390625	-107.0500936312601	655	2	True	0.9992
434.2685852050781	-100.67336700391024	655	2	True	0.9992
441.0693359375	-88.93343112897128	655	2	True	0.9992
229.33389282226562	-101.29862544964999	369	2	False	0.5635
444.5588684082031	-100.38965032529086	655	2	True	0.9992
152.69888305664062	-107.9118985934183	231	2	False	0.3506
234.71754455566406	-108.32082689832896	369	2	False	0.5635
67.41070556640625	-121.00663889478892	102	2	False	0.1551
102.25093078613281	-111.54536665510386	152	2	False	0.2304
455.5614013671875	-102.07264555525035	655	2	True	0.9992
67.86314392089844	-91.53760660719126	100	2	False	0.1521
68.19046020507812	-86.49169434141368	102	2	False	0.1551
470.6402282714844	-106.25491036009043	656	2	True	0.9992
466.83026123046875	-77.38069809507579	656	2	True	0.9992
456.1105651855469	-100.51678742002696	656	2	True	0.9992
67.3551025390625	-145.7989643914625	88	2	False	0.1338
99.35908508300781	-133.05972279142588	146	2	False	0.2213
75.88341522216797	-112.32507122587413	108	2	False	0.1643
405.0627136230469	-155.987882505171	564	2	False	0.8586
462.7876892089844	-179.33480442594737	656	2	True	0.9985
475.52447509765625	-184.48641718458384	656	2	True	0.9985
97.17887878417969	-218.10185373853892	136	2	False	0.2068
473.25775146484375	-230.2195867402479	656	2	True	0.9992
471.1830749511719	-223.76410759519786	656	2	True	0.9992
468.6661682128906	-232.6356400353834	656	2	True	0.9992
369.27813720703125	-274.22293556760997	509	2	False	0.7757
121.96012115478516	-300.57557762693614	174	2	False	0.2646
467.1684265136719	-296.31287897657603	655	2	True	0.9992
80.64505767822266	-349.5957273347303	122	2	False	0.1856
456.19500732421875	-350.1721928222105	655	2	True	0.9992
454.7852783203125	-367.7581932647154	655	2	True	0.9992
42.289039611816406	-362.28654790949076	62	2	False	0.0943
424.0919189453125	-330.9893772704527	654	2	True	0.9992
65.82991027832031	-331.3087340993807	113	2	False	0.1719
195.40090942382812	-297.0240966482088	352	2	False	0.5384
61.6516227722168	-314.7968360586092	104	2	False	0.1582
157.00445556640625	-303.815438429825	257	2	False	0.3901
411.94873046875	-264.7331096334383	654	2	True	0.9992
67.06131744384766	-238.03819767665118	111	2	False	0.1688
67.41534423828125	-312.392888228409	109	2	False	0.1658
431.154052734375	-287.7913486165926	654	2	True	0.9992
438.4201354980469	-271.1977397603914	654	2	True	0.9992
73.52890014648438	-320.19746891688555	112	2	False	0.1703
442.3650207519531	-359.0768596334383	654	2	True	0.9985
74.72645568847656	-349.6656572027132	110	2	False	0.1673
61.88446807861328	-433.1714479131624	87	2	False	0.1323
451.7249450683594	-419.64464775752276	655	2	True	0.9992
449.61749267578125	-385.5027105016634	655	2	True	0.9992
448.7359313964844	-380.61386124324054	654	2	True	0.9985
454.88409423828125	-344.7287675542757	655	2	True	0.9992
462.295654296875	-329.8704206151888	655	2	True	0.9992
452.6626281738281	-311.1381322545931	655	2	True	0.9992
464.1259765625	-326.70399109553546	655	2	True	0.9985
457.69549560546875	-341.24866215419024	656	2	True	0.9992
365.90985107421875	-390.9324733419344	509	2	False	0.7749
464.23193359375	-411.7502414388582	656	2	True	0.9985
459.6410827636719	-417.4183098478243	656	2	True	0.9985
